"R0000100","R0000600","R0001800","R0008800","R0009100","R0009600","R0010300","R0010400","R0010500","R0010600","R0013200","R0013400","R0015300","R0145100","R0146100","R0149800","R0149900","R0173600","R0214700","R0214800","R0216400","R0216601","R0217900","R0217910","T0857100","T2015100","T2998600","T3942500","T4876800","T5593000"
198,15,1,-4,1,3,4,4,5,5,2,-4,2,0,-4,2,-4,1,3,1,1,2,30000,0,-4,-4,-4,-4,-5,-4
199,20,1,-4,2,5,7,7,2,5,3,-4,4,1,-4,-4,-4,1,3,1,1,4,65000,0,-4,-4,-4,-4,-4,-5
200,20,1,1,2,12,7,7,1,1,2,-4,2,0,-4,-4,-4,5,3,2,1,4,25200,0,2,2,2,2,2,2
201,21,1,-4,1,12,7,7,3,5,3,-4,3,0,-4,-4,-4,1,3,1,1,3,49000,0,-4,-4,-4,-4,-4,-4
202,18,2,1,1,29,8,0,1,5,2,-4,2,0,-4,-4,-4,1,3,1,1,4,4300,0,-4,-4,-4,-4,-4,-4
203,21,2,-4,1,15,2,2,2,5,4,-4,4,0,-4,-4,-4,8,1,2,1,3,6159,0,-5,-5,-5,-5,-5,-5
204,21,1,0,5,19,7,0,1,4,1,1,1,0,-4,-4,-4,8,1,2,1,1,-3,-3,-5,-5,2,2,2,2
205,21,1,1,4,19,7,7,2,1,2,1,1,0,-4,-4,-4,8,1,2,1,4,11960,0,3,3,3,3,3,3
206,16,1,-4,2,11,7,7,2,5,2,-4,2,0,-4,3,-4,1,3,1,1,2,13000,0,-5,-5,-5,-5,-5,-4
207,16,1,-4,2,3,7,7,2,5,3,-4,5,0,-4,4,-4,1,3,1,1,2,13000,0,-4,-4,-4,-5,-5,-5
208,20,1,1,3,5,7,7,1,5,2,1,1,0,-4,-4,-4,6,3,2,1,1,7800,0,-5,-5,-5,-5,-5,1
209,18,1,-4,2,12,7,7,2,5,3,-4,3,0,-4,-4,-4,1,3,1,1,1,48000,0,-5,-5,-5,-5,-5,-5
210,16,1,-4,2,12,7,7,5,5,2,-4,2,0,-4,2,-4,1,3,1,1,2,20000,0,-4,-4,-4,-4,-4,-4
211,15,2,-4,2,3,7,7,5,5,5,-4,5,0,-4,2,2,5,3,2,1,2,20000,0,4,4,4,4,4,4
212,18,1,-4,3,11,7,7,2,5,2,-4,4,0,-4,-4,-4,1,3,1,1,2,-3,-3,-4,-4,-4,-4,-4,-4
213,16,1,-4,3,11,7,7,4,5,3,-4,3,0,-4,3,-4,1,3,1,1,2,-1,-3,-4,-4,-5,-5,-5,-5
214,14,2,-4,3,11,7,7,2,5,3,-4,4,0,-4,2,-4,1,3,1,1,2,-1,-3,-4,-4,-4,-4,-4,-4
215,18,1,-4,2,28,1,1,4,5,2,-4,2,0,-4,-4,-4,1,3,1,1,3,30000,0,-5,-5,-5,-5,-5,-5
216,18,1,-4,2,3,5,5,2,5,2,-4,2,0,-4,-4,-4,5,3,2,1,1,21100,0,-5,0,0,-5,-5,-5
217,16,1,-4,2,6,1,1,5,5,6,-4,6,0,-4,3,-4,1,3,1,1,2,-3,-3,-5,-5,-5,-5,-5,-5
218,21,1,-4,2,29,8,8,1,5,2,-4,2,0,-4,-4,-4,1,3,1,1,3,15000,0,-4,-4,-4,-4,-4,-4
219,19,1,-4,1,6,3,3,2,5,3,-4,2,0,-4,-4,-4,5,3,2,1,3,55000,0,0,0,0,0,0,0
220,17,1,-4,1,6,3,3,4,5,0,-4,2,0,-4,1,2,5,3,2,1,2,55000,0,0,0,0,0,0,0
221,14,1,-4,6,1,2,5,3,5,0,-4,0,0,-4,4,4,7,2,2,1,2,8400,1,4,4,4,4,4,4
222,17,1,-4,6,1,2,0,2,5,10,-4,10,0,-4,-2,-4,3,2,1,1,1,8600,1,-4,-4,-4,-4,-4,-4
223,16,1,-4,6,1,2,2,2,5,1,-4,1,0,-4,-2,-4,3,2,1,1,2,8900,1,-4,-4,-4,-4,-4,-4
224,18,1,-4,6,1,2,5,2,5,6,3,1,0,-4,-4,-4,7,2,2,1,1,8400,1,3,3,3,3,3,3
225,18,1,-4,3,19,9,9,6,5,2,-4,2,0,-4,-4,-4,4,1,1,1,2,9156,0,-5,-5,-5,-5,-5,-5
226,15,1,-4,3,19,9,0,6,5,3,-4,3,0,-4,-2,-4,4,1,1,1,2,9156,0,-5,-5,-5,-5,-5,-5
227,21,1,0,4,1,1,0,1,5,3,2,1,0,-4,-4,-4,7,2,2,1,1,5184,0,4,4,4,4,4,4
228,21,1,-4,4,20,9,9,6,5,2,-4,2,0,-4,-4,-4,8,1,2,1,1,8450,0,4,4,4,4,4,4
229,16,1,-4,1,11,7,7,6,5,4,-4,2,1,3,2,4,5,3,2,1,2,-1,-3,1,1,1,1,1,1
230,14,2,-4,2,12,7,7,1,5,2,-4,2,-4,1,1,-4,1,3,1,1,2,19000,0,-4,-4,-4,-4,-4,-4
231,21,2,-4,3,12,7,7,2,5,2,-4,2,0,-4,-4,-4,5,3,2,1,4,29000,0,2,2,2,2,2,2
232,17,2,-4,3,12,7,7,3,5,4,-4,4,0,-4,1,-4,1,3,1,1,2,29000,0,-4,-4,-4,-4,-5,-4
233,14,1,-4,3,3,7,7,2,5,2,-4,2,0,-4,2,-4,1,3,1,1,2,29000,0,-4,-4,-4,-4,-4,-4
234,17,2,-4,7,6,3,9,6,5,2,-4,2,0,-4,4,-4,2,3,1,1,1,5000,1,-4,-4,-4,-4,-4,-4
235,15,2,-4,3,6,4,4,2,5,4,-4,4,0,-4,2,-4,1,3,1,1,2,16000,0,-4,-4,-4,-4,-4,-4
236,17,2,-4,1,6,7,7,2,5,4,-4,4,0,-4,2,4,5,3,2,1,2,30000,0,3,3,3,3,3,3
237,21,2,0,4,24,0,0,1,5,2,-4,2,0,-4,-4,-4,5,3,2,3,4,5710,0,1,1,1,1,1,1
238,21,2,-4,6,3,5,5,5,5,0,-4,0,1,3,-4,-4,6,3,2,1,4,12000,0,-5,-5,-5,-5,-5,-5
239,18,2,1,7,3,5,5,6,5,2,-4,1,0,-4,-4,-4,6,3,2,1,1,75,1,3,3,3,3,3,3
240,16,1,-4,6,3,5,5,5,5,6,-4,4,0,-4,3,3,6,3,2,1,2,10000,1,2,2,2,2,2,2
241,15,1,-4,6,11,5,5,5,5,2,-4,2,0,-4,4,-4,2,3,1,1,2,10000,1,-5,-5,-5,-5,-5,-5
242,20,2,1,2,3,4,4,1,5,4,-4,4,0,-4,-4,-4,5,3,2,1,4,7236,0,1,1,1,1,1,1
243,20,2,1,3,6,5,5,1,5,4,-4,4,0,-4,-4,-4,1,3,1,1,4,12600,0,-4,-4,-4,-4,-4,-4
244,21,1,1,4,3,2,1,2,1,2,1,2,1,4,-4,-4,5,3,2,1,4,7910,0,3,3,3,3,3,3
245,16,3,-4,3,6,7,7,5,5,2,-4,2,0,-4,1,2,5,3,2,1,2,15000,0,3,3,3,3,3,3
246,15,3,-4,3,11,7,7,5,5,3,-4,3,0,-4,2,-4,1,3,1,1,2,15000,0,-5,-5,-5,-5,-5,-5
247,20,1,-4,4,3,0,1,6,5,3,-4,3,0,-4,-4,-4,2,3,1,1,3,6000,1,-4,-4,-4,-4,-4,-4
248,17,1,-4,4,3,0,0,3,5,4,-4,4,0,-4,1,-4,2,3,1,1,1,7000,1,-4,-4,-4,-4,-4,-4
249,16,1,-4,4,6,2,2,6,5,2,-4,2,0,-4,4,3,6,3,2,1,2,7000,1,4,4,4,4,4,4
250,20,1,-4,1,3,4,4,4,5,2,-4,2,0,-4,-4,-4,5,3,2,1,4,10600,0,2,2,2,2,2,2
251,16,1,-4,2,6,5,5,1,5,2,-4,3,0,-4,4,-4,2,3,1,1,2,6000,1,-4,-4,-4,-4,-4,-4
252,14,1,-4,2,3,5,5,1,5,2,-4,2,0,-4,2,4,6,3,2,1,2,6000,1,2,2,2,2,2,2
253,14,1,-4,2,6,7,7,5,5,4,-4,4,0,-4,2,-4,1,3,1,1,2,14000,0,-4,-4,-4,-4,-4,-4
254,17,1,1,4,22,7,7,4,1,3,-4,3,0,-4,1,1,5,3,2,1,2,-2,-3,5,5,5,5,5,5
255,16,1,-4,4,11,7,7,5,5,3,-4,3,0,-4,2,2,5,3,2,1,2,22000,0,5,5,5,5,5,5
256,17,1,-4,2,6,7,7,5,5,4,-4,4,0,-4,2,2,5,3,2,1,2,18000,0,2,2,2,2,2,2
257,14,1,-4,2,6,7,7,6,5,4,-4,2,0,-4,2,-4,1,3,1,1,2,18000,0,-4,-4,-4,-4,-4,-4
258,21,1,1,3,6,7,7,4,1,2,-4,2,0,-4,-4,-4,5,3,2,-4,4,19450,0,3,0,3,3,3,3
259,20,1,1,2,3,7,7,3,1,2,-4,2,0,-4,-4,-4,1,3,1,1,4,19700,0,-4,-4,-4,-4,-4,-4
260,18,1,-4,3,3,7,7,5,5,2,-4,-2,0,-4,-4,-4,1,3,1,1,2,27000,0,-4,-4,-4,-4,-4,-4
261,16,1,-4,3,3,7,7,5,5,2,-4,2,0,-4,2,-4,1,3,1,1,2,27000,0,-4,-4,-4,-4,-4,-4
262,18,1,-4,4,6,7,7,6,5,3,-4,3,0,-4,-4,-4,5,3,2,1,4,21000,0,-5,-5,-5,-5,-5,-5
263,17,1,-4,4,6,7,7,5,5,0,-4,1,0,-4,2,-4,1,3,1,1,2,21000,0,-5,-5,-5,-5,-5,-5
264,17,1,1,2,6,7,7,1,5,2,-4,2,0,-4,2,4,5,3,2,3,4,8000,0,-5,-5,-5,-5,-5,-5
265,16,1,-4,0,6,7,7,5,5,4,-4,4,0,-4,3,4,5,3,2,1,2,38000,0,4,-5,4,4,4,-5
266,17,1,-4,2,22,7,7,2,5,3,-4,1,0,-4,3,-4,2,3,1,1,1,9200,0,-5,-5,-5,-5,-5,-5
267,20,1,-4,2,22,7,7,1,5,2,-4,0,0,-4,-4,-4,1,3,1,1,4,18000,0,-5,-5,-4,-4,-4,-4
268,20,-3,-4,4,6,7,1,2,5,1,-4,1,0,-4,-4,-4,1,3,1,-4,4,11500,0,-4,-4,-4,-4,-4,-4
269,19,1,-4,0,6,7,7,5,5,2,-4,2,0,-4,-4,-4,2,3,1,1,3,8000,0,-4,-4,-4,-4,-4,-4
270,17,1,-4,3,29,7,7,2,5,3,-4,3,0,-4,3,-4,1,3,1,1,2,-1,-3,-5,-5,-5,-5,-5,-5
271,15,1,-4,3,29,1,1,2,5,3,-4,3,0,-4,2,2,5,3,2,1,2,-1,-3,-5,-5,-5,-5,-5,-5
272,22,1,-4,6,6,7,7,5,5,4,-4,3,0,-4,-4,-4,5,3,2,1,4,13870,0,4,4,4,4,4,4
273,19,1,-4,6,6,7,7,5,5,3,-4,3,0,-4,-4,-4,1,3,1,1,3,13870,0,-4,-4,-4,-4,-4,-4
274,18,1,-4,6,11,7,9,2,5,4,-4,-2,0,-4,-4,-4,2,3,1,1,4,5800,1,-4,-4,-4,-4,-4,-4
275,16,1,-4,6,5,7,9,6,5,4,-4,2,0,-4,-2,-2,6,3,2,1,2,5800,1,2,2,2,2,2,2
276,17,1,-4,1,6,7,7,5,5,3,-4,3,0,-4,4,4,5,3,2,1,2,18000,0,-5,-5,-5,-5,-5,-5
277,19,1,-4,2,22,7,2,5,5,3,-4,2,0,-4,-4,-4,1,3,1,1,4,-1,-3,-4,-4,-4,-4,-4,-4
278,18,1,-4,2,7,7,7,2,5,4,-4,3,0,-4,-4,-4,5,3,2,1,3,9000,0,4,-5,4,-5,-5,-5
279,16,1,-4,1,11,7,7,5,5,2,-4,2,0,-4,3,-4,1,3,1,1,2,25000,0,-4,-4,-4,-5,-4,-5
280,20,1,-4,2,6,4,4,2,5,1,-4,1,0,-4,-4,-4,5,3,2,1,3,-2,-3,-5,-5,-5,-5,-5,-5
281,17,1,-4,3,3,7,7,5,5,4,-4,4,0,-4,3,-4,1,3,1,1,2,25000,0,-4,-4,-4,-4,-4,-4
282,15,1,-4,3,3,7,7,5,5,2,-4,2,0,-4,4,4,5,3,2,1,2,25000,0,2,2,2,2,2,2
283,20,1,-4,6,19,7,7,2,5,2,-4,2,0,-4,-4,-4,4,1,1,1,1,29000,0,-4,-4,-4,-4,-4,-4
284,19,1,-4,5,19,7,7,1,5,3,-4,3,0,-4,-4,-4,4,1,1,1,4,27000,0,-4,-4,-4,-4,-4,-4
285,17,1,-4,5,19,7,7,5,5,2,1,1,0,-4,2,3,8,1,2,1,1,29000,0,3,3,3,3,3,3
286,14,1,-4,5,19,7,9,6,5,4,-4,4,0,-4,2,2,8,1,2,1,2,13000,0,0,0,0,0,0,0
287,20,1,-4,3,3,7,7,1,5,3,-4,3,0,-4,-4,-4,5,3,2,1,4,-2,-3,2,2,2,-5,-5,-5
288,17,1,-4,4,3,7,7,2,5,2,-4,2,-4,4,3,3,5,3,2,1,3,-2,-3,6,6,6,6,6,-5
289,16,1,-4,4,3,7,7,5,5,4,-4,2,0,-4,3,3,5,3,2,1,2,-1,-3,2,2,2,2,2,-5
290,19,1,-4,11,3,7,7,5,5,11,-4,4,1,4,-4,-4,8,1,2,1,1,17900,0,2,2,2,2,2,2
291,20,1,-4,1,1,7,7,2,5,2,-4,5,0,-4,-4,-4,3,2,1,1,4,3000,1,-4,-4,-4,-4,-4,-4
292,22,1,-4,2,3,5,5,4,5,2,-4,2,0,-4,-4,-4,5,3,2,1,3,-2,-3,2,2,2,2,2,2
293,19,1,-4,2,3,5,5,2,5,3,-4,2,0,-4,-4,-4,5,3,2,1,4,-2,-3,2,2,2,2,2,2
294,17,1,-4,3,6,9,9,5,5,4,-4,2,0,-4,3,3,5,3,2,1,2,20000,0,3,3,3,3,3,3
295,15,1,-4,1,11,9,9,5,5,2,-4,2,0,-4,2,-4,1,3,1,1,2,14000,0,-5,-5,-5,-5,-5,-5
296,15,1,-4,10,6,7,0,4,5,2,-4,2,0,-4,3,-4,1,3,1,1,2,19000,0,-4,-4,-4,-5,-4,-4
297,21,2,-3,2,5,3,3,2,1,2,1,1,0,-4,-4,-4,5,3,2,1,4,16705,0,2,2,2,2,2,2
298,15,1,-4,4,19,7,7,5,5,2,-4,3,0,-4,2,3,8,1,2,1,2,4872,1,-5,-5,-5,-5,-5,2
299,16,1,-4,4,19,7,7,4,5,3,-4,3,0,-4,2,-4,4,1,1,1,2,4872,1,-4,-4,-4,-4,-4,-4
300,17,1,-4,2,19,7,7,2,5,2,-4,2,0,-4,1,-4,4,1,1,1,2,4000,1,-4,-5,-5,-5,-5,-5
301,17,1,-4,5,19,7,9,6,5,2,-4,2,0,-4,2,-4,4,1,1,1,2,6800,1,-4,-4,-4,-4,-4,-4
302,19,1,-3,5,19,1,1,6,5,2,-4,2,0,-4,-4,-4,4,1,1,1,2,6300,1,-4,-4,-4,-4,-4,-4
303,15,1,-4,6,19,7,9,6,5,2,-4,2,0,-4,3,-4,4,1,1,1,2,6800,1,-4,-4,-4,-4,-4,-4
304,14,1,-4,5,19,1,1,6,5,2,-4,2,0,-4,1,-4,4,1,1,1,2,6300,1,-4,-4,-4,-4,-4,-4
305,16,2,-4,1,19,7,7,5,5,2,-4,2,0,-4,4,4,8,1,2,1,2,2956,1,2,2,2,2,2,-5
306,19,1,-4,0,1,2,0,1,5,2,-4,2,0,-4,-4,-4,3,2,1,1,3,7226,0,-4,-4,-4,-4,-4,-5
307,21,1,-4,1,5,3,3,1,5,2,-4,2,0,-4,-4,-4,5,3,2,1,4,-2,-3,0,0,0,0,0,0
308,17,2,-4,1,5,3,3,1,5,2,-4,2,0,-4,-4,-4,1,3,1,1,2,-3,-3,-4,-4,-4,-4,-4,-5
309,20,1,-4,5,3,7,-3,5,5,2,-4,2,0,-4,-4,-4,1,3,1,1,4,38000,0,-5,-5,-5,-5,-4,-4
310,18,1,-4,4,11,7,7,5,5,0,-4,0,0,-4,-4,-4,1,3,1,1,4,30000,0,-4,-4,-4,-4,-4,-4
311,14,2,-4,4,3,7,7,5,5,2,-4,2,0,-4,2,-4,1,3,1,1,2,30000,0,-4,-4,-4,-4,-4,-4
312,16,2,-4,3,5,3,2,1,5,2,-4,2,0,-4,-2,3,5,3,2,1,2,17000,0,2,2,2,2,2,2
313,15,1,-4,3,5,3,0,1,5,2,-4,2,0,-4,2,-4,1,3,1,1,2,17000,0,-4,-4,-4,-4,-4,-4
314,20,1,-4,4,22,7,7,4,5,4,-4,5,0,-4,-4,-4,5,3,2,1,4,-2,-3,5,-5,-5,5,-5,5
315,14,1,-4,2,9,7,7,5,5,2,-4,2,0,-4,2,-4,1,3,1,1,2,-2,-3,-4,-4,-5,-5,-5,-5
316,15,1,-4,2,11,7,7,6,5,2,-4,2,0,-4,4,-4,1,3,1,1,2,-1,-3,-4,-4,-4,-4,-4,-4
317,19,1,-4,2,6,4,0,1,5,0,-4,-2,0,-4,-4,-4,1,3,1,1,3,29000,0,-4,-4,-4,-4,-4,-4
318,15,1,-4,2,3,3,3,2,5,3,-4,3,0,-4,2,-4,1,3,1,1,2,45000,0,-5,-5,-5,-5,-5,-5
319,22,1,1,1,6,7,7,2,1,4,-4,4,0,-4,-4,-4,5,3,2,1,4,31010,0,0,0,0,0,0,0
320,19,1,-4,1,6,7,7,5,5,4,-4,-2,0,-4,-4,-4,1,3,1,1,4,-2,-3,-4,-4,-4,-4,-4,-4
321,21,1,-4,4,6,5,5,2,5,2,-4,2,0,-4,-4,-4,5,3,2,1,3,50000,0,3,-5,-5,-5,-5,-5
322,21,1,-4,4,6,5,5,2,5,4,-4,2,0,-4,-4,-4,5,3,2,1,3,45000,0,-5,-5,3,3,-5,-5
323,19,1,-4,3,12,7,7,1,5,2,-4,2,0,-4,-4,-4,1,3,1,1,4,30000,0,-4,-4,-4,-4,-4,-4
324,17,1,-4,3,12,7,7,1,5,0,-4,0,0,-4,1,-4,1,3,1,1,1,30000,0,-4,-4,-4,-4,-5,-5
325,14,1,-4,3,12,7,7,5,5,4,-4,4,0,-4,1,-4,1,3,1,1,2,30000,0,-5,-5,-5,-5,-5,-5
326,21,1,-4,1,11,0,0,2,3,0,-4,1,0,-4,-4,-4,5,3,2,1,3,28000,0,-5,-5,-5,-5,-5,-5
327,20,1,-4,3,3,3,3,2,5,2,-4,2,0,-4,-4,-4,5,3,2,1,3,75000,0,0,-5,-5,-5,-5,-5
328,16,1,-4,3,19,7,7,1,5,2,-4,2,0,-4,-4,-4,4,1,1,1,2,2000,1,-5,-5,-5,-5,-5,-5
329,15,1,-4,3,19,7,7,5,5,2,-4,2,0,-4,-2,-4,4,1,1,1,2,2000,1,-5,-5,-5,-5,-5,-5
330,20,1,-4,5,19,7,7,2,5,3,-4,3,0,-4,-4,-4,4,1,1,1,1,5780,1,-5,-5,-5,-5,-5,-5
331,17,2,-4,10,19,7,0,1,5,0,-4,1,0,-4,2,-4,4,1,1,1,1,4932,1,-4,-4,-5,-4,-4,-4
332,15,1,-4,5,19,7,7,2,5,2,-4,2,0,-4,2,-4,4,1,1,1,2,5780,1,-4,-4,-4,-4,-4,-4
333,22,1,0,5,1,2,2,1,1,6,-4,2,0,-4,-4,-4,7,2,2,1,4,10600,0,2,2,2,2,2,2
334,20,1,0,5,1,2,2,3,5,2,-4,2,0,-4,-4,-4,3,2,1,1,1,-3,-3,-5,-5,-5,-5,-5,-5
335,22,1,1,7,1,7,2,4,5,3,-4,3,0,-4,-4,-4,7,2,2,1,4,800,1,1,1,1,1,1,1
336,15,1,-4,0,1,2,2,4,5,3,-4,3,0,-4,-2,-4,3,2,1,1,2,6000,0,-5,-4,-4,-4,-4,-4
337,20,1,-4,2,1,2,2,4,5,2,1,1,0,-4,-4,-4,3,2,1,1,1,5000,1,-4,-4,-4,-4,-4,-4
338,19,1,-4,6,1,2,2,3,5,3,-4,3,0,-4,-4,-4,7,2,2,1,4,6000,1,2,2,2,-5,-5,-5
339,18,1,-4,6,1,2,2,3,5,0,-4,1,0,-4,-4,-4,7,2,2,1,1,6000,1,1,1,1,1,1,1
340,16,1,-4,6,1,2,2,5,5,2,-4,2,0,-4,3,3,7,2,2,1,2,6000,1,3,3,3,3,3,3
341,19,1,-4,3,3,6,6,4,5,4,-4,4,0,-4,-4,-4,5,3,2,1,3,17000,0,0,0,-5,-5,-5,-5
342,16,1,-4,3,6,6,6,5,5,2,-4,2,0,-4,3,-4,1,3,1,1,2,17000,0,-4,-4,-4,-4,-4,-4
343,20,3,-4,5,1,7,0,5,1,2,1,2,0,-4,-4,-4,7,2,2,1,4,11400,0,1,-5,1,1,1,1
344,19,1,1,0,3,7,0,3,5,4,-4,4,0,-4,-4,-4,5,3,2,1,3,-3,-3,2,2,2,2,-5,-5
345,15,1,-4,0,1,3,3,1,5,2,-4,1,0,-4,2,4,7,2,2,1,2,20000,0,-5,-5,-5,-5,-5,-5
346,17,1,-4,2,12,7,7,5,5,3,-4,3,0,-4,2,-4,1,3,1,1,2,15300,0,-4,-4,-4,-4,-4,-4
347,16,1,-4,3,12,7,7,2,5,4,-4,3,0,-4,2,2,5,3,2,1,2,23000,0,-5,-5,-5,-5,2,-5
348,21,1,-4,4,12,7,7,2,5,3,-4,3,0,-4,-4,-4,1,3,1,-4,4,49000,0,-4,-4,-4,-5,-5,-5
349,20,1,-4,4,12,7,7,3,5,2,-4,2,0,-4,-4,-4,1,3,1,1,3,49000,0,-5,-5,-5,-5,-5,-5
350,16,1,-4,4,12,7,7,5,5,3,-4,3,0,-4,3,-4,1,3,1,1,2,49000,0,-4,-4,-4,-4,-4,-4
351,19,1,-4,3,5,7,7,2,5,2,-4,2,0,-4,-4,-4,1,3,1,1,4,35000,0,-4,-4,-4,-4,-5,-5
352,17,1,-4,3,5,7,7,4,5,2,-4,2,0,-4,2,3,5,3,2,1,2,35000,0,0,0,0,0,0,0
353,19,1,-4,4,11,7,7,1,5,3,-4,1,0,-4,-4,-4,1,3,1,1,4,21975,0,-5,-5,-5,-5,-5,-5
354,22,1,-4,4,11,7,7,1,5,4,-4,2,0,-4,-4,-4,5,3,2,1,4,21975,0,2,2,2,2,2,2
355,14,1,-4,4,11,7,7,2,5,3,-4,3,0,-4,2,-4,1,3,1,1,2,21975,0,-4,-4,-4,-4,-4,-4
356,16,1,-4,3,3,7,7,2,5,0,-4,0,0,-4,2,-4,1,3,1,1,2,25000,0,-4,-4,-4,-4,-4,-4
357,21,1,-4,3,11,7,7,4,5,3,-4,3,0,-4,-4,-4,1,3,1,1,3,25000,0,-4,-4,-4,-4,-4,-4
358,17,1,-4,3,11,7,7,2,5,4,-4,5,0,-4,2,-4,1,3,1,1,2,40000,0,-4,-4,-4,-4,-4,-4
359,16,1,-4,3,3,7,7,5,5,2,-4,4,0,-4,2,3,5,3,2,1,2,30000,0,0,0,-5,-5,-5,-5
360,17,1,-4,2,3,3,3,3,5,3,-4,2,0,-4,4,3,5,3,2,1,2,45000,0,0,0,0,0,0,0
361,21,1,-4,3,12,7,7,1,5,2,-4,2,0,-4,-4,-4,1,3,1,3,3,15000,0,-5,-5,-5,-5,-5,-5
362,21,1,-4,3,3,3,9,6,5,4,-4,2,1,-4,-4,-4,1,3,1,1,4,12000,0,-4,-4,-4,-4,-4,-4
363,17,1,-4,3,3,1,1,1,5,2,-4,2,0,-4,2,4,5,3,2,1,1,12000,0,0,0,0,0,0,0
364,19,1,-4,8,11,7,7,6,5,0,-4,0,0,-4,-4,-4,1,3,1,1,3,-1,-3,-4,-4,-4,-4,-4,-5
365,17,1,-4,8,11,7,7,5,5,6,-4,6,0,-4,2,2,5,3,2,1,2,-1,-3,5,5,5,5,5,5
366,15,1,-4,8,11,7,7,5,5,5,-4,5,0,-4,1,-4,1,3,1,1,2,-1,-3,-5,-5,-5,-5,-5,-5
367,19,1,-4,2,6,6,6,6,5,2,-4,0,0,-4,-4,-4,5,3,2,1,3,30000,0,0,0,0,0,0,0
368,20,1,-4,0,1,2,2,2,5,2,-4,3,0,-4,-4,-4,7,2,2,1,3,40000,0,-5,0,0,0,0,0
369,20,1,-4,1,3,6,6,2,5,2,-4,2,0,-4,-4,-4,5,3,2,1,3,46000,0,2,2,2,2,2,2
370,19,1,-4,1,3,6,6,3,5,3,-4,3,0,-4,-4,-4,5,3,2,1,3,46000,0,0,0,0,0,0,0
371,19,1,-4,2,3,5,5,2,5,0,-4,0,0,-4,-4,-4,5,3,2,1,3,33000,0,-5,-5,-5,-5,-5,-5
372,17,1,-4,2,3,5,0,1,5,2,-4,2,0,-4,2,-4,1,3,1,1,2,33000,0,-4,-4,-4,-4,-4,-4
373,20,1,-4,2,23,7,7,2,5,2,-4,2,0,-4,-4,-4,5,3,2,1,4,30270,0,2,2,2,2,2,2
374,17,1,-4,2,23,7,7,2,5,3,-4,2,0,-4,2,3,5,3,2,1,2,30270,0,-5,-5,-5,-5,-5,-5
375,18,1,-4,2,23,7,7,2,5,3,-4,3,0,-4,-4,-4,1,3,1,1,1,30270,0,-4,-4,-4,-5,-4,-4
376,18,1,-4,2,23,7,7,2,5,2,-4,2,0,-4,-4,-4,2,3,1,1,4,8500,0,-4,-4,-4,-4,-4,-4
377,20,1,-4,5,1,5,5,2,5,6,-4,6,0,-4,-4,-4,3,2,1,1,1,5400,1,-4,-4,-4,-4,-5,-5
378,17,1,-4,5,1,5,5,2,5,2,-4,2,0,-4,2,-4,3,2,1,1,2,5400,1,-4,-4,-4,-4,-4,-4
379,15,1,-4,5,1,2,2,6,5,2,-4,3,0,-4,1,3,7,2,2,1,2,4900,1,3,3,3,3,3,3
380,22,-3,-4,4,29,2,2,1,5,2,1,2,0,-4,-4,-4,3,2,1,1,1,-1,-3,-4,-4,-4,-4,-4,-4
381,21,1,-4,0,1,2,2,2,5,5,1,4,0,-4,-4,-4,3,2,1,1,4,12320,0,-4,-4,-4,-4,-4,-5
382,19,1,-4,5,1,2,2,1,5,2,1,1,0,-4,-4,-4,7,2,2,1,4,7065,1,2,2,2,2,2,2
383,18,1,-4,5,1,2,2,1,5,3,-4,3,0,-4,-4,-4,3,2,1,1,4,7065,1,-5,-5,-5,-5,-5,-5
384,16,1,-3,5,1,2,1,1,5,4,-4,4,0,-4,2,-4,3,2,1,1,2,7065,1,-5,-5,-5,-5,-5,-5
385,18,1,-4,4,1,9,9,6,5,4,-4,4,0,-4,-4,-4,7,2,2,1,2,21500,0,3,3,3,3,3,3
386,17,1,-4,4,1,9,9,6,5,2,-4,4,0,-4,2,1,7,2,2,1,2,21500,0,0,0,0,0,0,0
387,15,1,-4,4,1,0,0,1,5,0,-4,0,0,-4,1,-4,3,2,1,1,2,21500,0,-4,-4,-4,-4,-4,-4
388,16,1,-4,4,1,7,7,5,5,3,-4,3,0,-4,2,3,7,2,2,1,2,11148,0,3,3,3,3,3,3
389,21,1,0,1,6,7,7,5,1,2,-4,2,0,-4,-4,-4,5,3,2,1,4,39000,0,-5,-5,-5,-5,-5,-5
390,17,1,-4,2,1,9,9,5,5,2,-4,1,0,-4,1,4,7,2,2,1,1,14000,0,-5,-5,-5,-5,-5,-5
391,15,1,-4,2,1,1,1,5,5,3,-4,4,0,-4,2,3,7,2,2,1,2,14000,0,3,3,3,3,3,3
392,19,1,-4,3,3,7,7,5,5,2,-4,3,0,-4,-4,-4,1,3,1,1,4,29000,0,-4,-4,-4,-4,-4,-4
393,16,1,-4,3,5,7,7,5,5,4,-4,2,0,-4,2,-4,1,3,1,1,2,29000,0,-4,-4,-4,-4,-4,-4
394,17,1,-4,11,1,2,2,3,5,4,-4,4,0,-4,2,-4,3,2,1,1,2,10000,0,-4,-4,-4,-4,-4,-4
395,16,1,-4,6,1,2,9,6,5,3,-4,5,0,-4,3,2,7,2,2,1,2,-2,-3,2,2,2,2,2,2
396,15,1,-4,8,1,1,1,1,5,2,-4,1,1,3,2,-4,3,2,1,1,2,4200,1,-4,-4,-4,-4,-4,-4
